game_date,Home Team,Away Team,Period,Clock,Home Team Skaters,Away Team Skaters,Home Team Goals,Away Team Goals,Team,Player,Event,X Coordinate,Y Coordinate,Detail 1,Detail 2,Detail 3,Detail 4,Player 2,X Coordinate 2,Y Coordinate 2
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:43,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Incomplete Play,194,63,Direct,,,,Blayre Turnbull,184.0,44.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:40,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Puck Recovery,159,2,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:39,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,179,5,Indirect,,,,Jennifer Wakefield,154.0,1.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:35,5,5,0,0,Olympic (Women) - Canada,Jennifer Wakefield,Incomplete Play,130,32,Indirect,,,,Natalie Spooner,198.0,46.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:32,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Nikolayeva,Takeaway,2,39,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:28,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Fanuza Kadirova,Puck Recovery,3,61,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:28,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Puck Recovery,197,24,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:25,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Shot,186,38,Wristshot,On Net,f,f,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:23,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Puck Recovery,198,25,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:15,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Puck Recovery,190,36,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:14,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Shot,188,46,Wrap Around,On Net,f,f,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:13,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Puck Recovery,186,48,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:13,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Shot,186,48,Wristshot,Blocked,f,f,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:09,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Olga Sosina,Faceoff Win,31,65,Backhand,,,,Brianne Jenner,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:07,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Maria Batalova,Puck Recovery,9,67,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:06,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Maria Batalova,Incomplete Play,16,79,Direct,,,,Olga Sosina,44.0,81.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:06,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Maria Batalova,Puck Recovery,25,84,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:06,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Maria Batalova,Play,25,84,Indirect,,,,Olga Sosina,49.0,82.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:02,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Olga Sosina,Incomplete Play,92,77,Direct,,,,Valeria Pavlova,87.0,47.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:01,5,5,0,0,Olympic (Women) - Canada,Rebecca Johnston,Puck Recovery,97,18,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:00,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Liana Ganeyeva,Puck Recovery,89,29,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,4:00,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Liana Ganeyeva,Play,89,29,Direct,,,,Olga Sosina,123.0,43.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:59,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Olga Sosina,Dump In/Out,123,43,Lost,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:59,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Olga Sosina,Zone Entry,123,43,Dumped,,,,Jocelyne Larocque,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:56,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Faceoff Win,31,20,Backhand,,,,Lyudmila Belyakova,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:54,5,5,0,0,Olympic (Women) - Canada,Ann-Renee Desbiens,Puck Recovery,15,42,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:54,5,5,0,0,Olympic (Women) - Canada,Ann-Renee Desbiens,Play,15,42,Indirect,,,,Jillian Saulnier,38.0,80.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:51,5,5,0,0,Olympic (Women) - Canada,Jillian Saulnier,Incomplete Play,51,80,Indirect,,,,Rebecca Johnston,123.0,55.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:47,5,5,0,0,Olympic (Women) - Canada,Rebecca Johnston,Puck Recovery,195,53,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:46,5,5,0,0,Olympic (Women) - Canada,Rebecca Johnston,Play,193,69,Direct,,,,Laura Fortino,131.0,74.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:44,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Play,132,70,Direct,,,,Renata Fast,133.0,21.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:42,5,5,0,0,Olympic (Women) - Canada,Renata Fast,Play,136,14,Indirect,,,,Brianne Jenner,197.0,26.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:38,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Play,179,7,Direct,,,,Laura Fortino,171.0,58.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:36,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Shot,180,55,Wristshot,On Net,f,f,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:35,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Puck Recovery,186,53,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:35,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Play,186,53,Direct,,,,Brianne Jenner,172.0,51.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:34,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Shot,172,51,Wristshot,Blocked,t,f,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:31,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Lyudmila Belyakova,Puck Recovery,7,17,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:31,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Lyudmila Belyakova,Play,7,17,Indirect,,,,Valeria Pavlova,26.0,4.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:29,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Valeria Pavlova,Dump In/Out,30,3,Lost,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:25,5,5,0,0,Olympic (Women) - Canada,Renata Fast,Puck Recovery,44,81,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:23,5,5,0,0,Olympic (Women) - Canada,Renata Fast,Play,21,81,Direct,,,,Brianne Jenner,64.0,76.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:19,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Dump In/Out,110,59,Lost,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:16,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Puck Recovery,14,64,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:14,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Play,11,32,Direct,,,,Alevtina Shtaryova,98.0,15.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:13,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Alevtina Shtaryova,Dump In/Out,98,15,Lost,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:13,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Alevtina Shtaryova,Zone Entry,98,15,Dumped,,,,Meaghan Mikkelson,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:10,5,5,0,0,Olympic (Women) - Canada,Ann-Renee Desbiens,Puck Recovery,8,50,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:09,5,5,0,0,Olympic (Women) - Canada,Ann-Renee Desbiens,Play,5,49,Direct,,,,Lauriane Rougeau,7.0,18.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:07,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,14,7,Direct,,,,Meghan Agosta,83.0,3.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:04,5,5,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Faceoff Win,100,42,Forehand,,,,Yelena Dergachyova,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:03,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Puck Recovery,72,53,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,3:02,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Play,64,55,Direct,,,,Lauriane Rougeau,52.0,20.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:59,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,69,3,Direct,,,,Meaghan Mikkelson,57.0,35.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:56,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Play,56,52,Direct,,,,Melodie Daoust,90.0,83.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:55,5,5,0,0,Olympic (Women) - Canada,Melodie Daoust,Play,93,82,Indirect,,,,Meghan Agosta,130.0,79.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:55,5,5,0,0,Olympic (Women) - Canada,Melodie Daoust,Zone Entry,125,81,Played,,,,Nina Pirogova,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:51,5,5,0,0,Olympic (Women) - Canada,Meghan Agosta,Play,163,82,Direct,,,,Melodie Daoust,168.0,51.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:49,5,5,0,0,Olympic (Women) - Canada,Melodie Daoust,Shot,183,36,Fan,Missed,f,f,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:48,5,5,0,0,Olympic (Women) - Canada,Melodie Daoust,Puck Recovery,198,22,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:47,5,5,0,0,Olympic (Women) - Canada,Melodie Daoust,Play,195,18,Indirect,,,,Meghan Agosta,191.0,55.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:44,5,5,0,0,Olympic (Women) - Canada,Meghan Agosta,Play,186,71,Direct,,,,Meaghan Mikkelson,127.0,72.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:42,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Shot,128,59,Snapshot,Missed,t,f,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:42,5,5,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Shot,167,46,Deflection,Missed,t,f,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:38,5,5,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Puck Recovery,193,17,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:31,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Puck Recovery,5,71,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:30,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Play,5,71,Indirect,,,,Angelina Goncharenko,5.0,71.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:30,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Angelina Goncharenko,Play,5,71,Direct,,,,Nina Pirogova,6.0,18.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:26,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Nina Pirogova,Incomplete Play,28,5,Direct,,,,Anna Shokhina,91.0,62.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:23,5,5,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Puck Recovery,107,22,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:23,5,5,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Dump In/Out,107,22,Lost,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:22,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Smolina,Puck Recovery,91,63,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:19,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Anna Shokhina,Puck Recovery,113,82,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:17,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Anna Shokhina,Play,91,80,Direct,,,,Yekaterina Nikolayeva,58.0,51.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:14,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Nikolayeva,Play,29,33,Direct,,,,Yekaterina Lovova,48.0,72.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:11,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Lovova,Play,66,72,Direct,,,,Yekaterina Smolina,123.0,13.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:09,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Smolina,Zone Entry,125,12,Carried,,,,Brigette Lacquette,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:08,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Smolina,Shot,155,4,Wristshot,Blocked,t,f,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:07,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Fanuza Kadirova,Puck Recovery,168,14,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:04,5,5,0,0,Olympic (Women) - Canada,Brigette Lacquette,Puck Recovery,11,60,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:03,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Fanuza Kadirova,Takeaway,194,34,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:03,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Fanuza Kadirova,Incomplete Play,194,36,Direct,,,,Yekaterina Smolina,174.0,36.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:01,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Puck Recovery,15,52,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,2:01,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Play,15,52,Direct,,,,Laura Stacey,34.0,76.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:59,5,5,0,0,Olympic (Women) - Canada,Laura Stacey,Play,46,79,Direct,,,,Jocelyne Larocque,58.0,66.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:56,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Zone Entry,124,79,Carried,,,,Yekaterina Nikolayeva,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:52,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Play,196,64,Direct,,,,Sarah Nurse,195.0,33.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:45,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Fanuza Kadirova,Puck Recovery,40,57,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:44,5,5,0,0,Olympic (Women) - Canada,Laura Stacey,Takeaway,159,22,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:42,5,5,0,0,Olympic (Women) - Canada,Laura Stacey,Play,128,23,Direct,,,,Jocelyne Larocque,130.0,6.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:40,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Incomplete Play,141,7,Direct,,,,Emily Clark,193.0,20.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:39,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Lovova,Puck Recovery,15,69,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:38,5,5,0,0,Olympic (Women) - Canada,Laura Stacey,Puck Recovery,173,7,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:36,5,5,0,0,Olympic (Women) - Canada,Laura Stacey,Play,185,8,Indirect,,,,Brigette Lacquette,170.0,81.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:32,5,5,0,0,Olympic (Women) - Canada,Brigette Lacquette,Play,170,81,Indirect,,,,Sarah Nurse,131.0,80.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:27,5,5,0,0,Olympic (Women) - Canada,Sarah Nurse,Play,137,66,Direct,,,,Blayre Turnbull,137.0,9.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:25,5,5,0,0,Olympic (Women) - Canada,Blayre Turnbull,Shot,164,19,Wristshot,On Net,f,f,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:23,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yevgenia Dyupina,Puck Recovery,28,49,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:23,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yevgenia Dyupina,Play,28,49,Indirect,,,,Fanuza Kadirova,18.0,77.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:21,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Fanuza Kadirova,Play,18,80,Direct,,,,Yekaterina Lovova,6.0,57.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:17,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yekaterina Lovova,Incomplete Play,10,26,Indirect,,,,Lyudmila Belyakova,122.0,25.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:12,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Puck Recovery,3,63,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:12,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Lyudmila Belyakova,Faceoff Win,31,21,Backhand,,,,Blayre Turnbull,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:10,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Valeria Pavlova,Puck Recovery,45,13,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:06,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Valeria Pavlova,Zone Entry,125,16,Carried,,,,Laura Fortino,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:05,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Valeria Pavlova,Shot,156,14,Wristshot,On Net,f,f,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:03,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Faceoff Win,31,64,Backhand,,,,Lyudmila Belyakova,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1:02,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Puck Recovery,7,66,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:59,5,5,0,0,Olympic (Women) - Canada,Laura Fortino,Play,14,24,Direct,,,,Brianne Jenner,39.0,29.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:57,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Incomplete Play,58,23,Direct,,,,Jillian Saulnier,98.0,17.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:55,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Maria Batalova,Puck Recovery,69,85,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:55,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Maria Batalova,Play,69,85,Indirect,,,,Valeria Pavlova,69.0,83.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:53,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Valeria Pavlova,Incomplete Play,69,83,Indirect,,,,Olga Sosina,74.0,79.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:52,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Yelena Dergachyova,Faceoff Win,31,65,Backhand,,,,Brianne Jenner,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:49,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Nina Pirogova,Puck Recovery,4,53,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:48,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Nina Pirogova,Play,4,53,Direct,,,,Anna Shokhina,16.0,64.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:44,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Anna Shokhina,Play,10,63,Indirect,,,,Alevtina Shtaryova,79.0,4.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:39,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Alevtina Shtaryova,Zone Entry,126,30,Carried,,,,Meaghan Mikkelson,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:36,5,5,0,0,Olympic (Women) - Canada,Ann-Renee Desbiens,Puck Recovery,13,34,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:36,5,5,0,0,Olympic (Women) - Canada,Ann-Renee Desbiens,Incomplete Play,12,34,Indirect,,,,Jillian Saulnier,43.0,16.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:35,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Anna Shokhina,Takeaway,157,80,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:35,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Anna Shokhina,Incomplete Play,157,80,Indirect,,,,Yelena Dergachyova,163.0,71.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:33,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Puck Recovery,6,15,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:32,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Incomplete Play,1,24,Direct,,,,Meaghan Mikkelson,7.0,62.0
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:29,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Nina Pirogova,Puck Recovery,158,3,,,,,,,
2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,0:27,5,5,0,0,Olympic (Women) - Olympic Athletes from Russia,Nina Pirogova,Shot,197,21,Wristshot,On Net,f,f,,,
